,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Club_Dup,First Name_Dup,Player_Dup,POS_Dup,Base Salary,Guaranteed Compensation,Date
6072,Sergio Camargo,TOR,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Camargo,Sergio,NYCFC,Miguel,Miguel Camargo,M,99999.96,108249.96,2017-04-15
6073,Sergio Camargo,TOR,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Camargo,Sergio,TOR,Sergio,Sergio Camargo,M,65004.0,65004.0,2017-04-15
6074,Eriq Zavaleta,TOR,D,29.0,27.0,2356.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0,0.04,25.0,2017,REG,0.0,0.0,0.0,0.0,50.0,27.0,7.0,0.0,4.0,0.0,0.0,0.0,Zavaleta,Eriq,TOR,Eriq,Eriq Zavaleta,D,102850.0,133450.0,2017-04-15
6075,Jack Barmby,POR,M-D,10.0,0.0,99.0,1.0,0.0,5.0,2.0,0.0,1.0,0.0,0.91,20.0,2017,REG,0.0,0.0,0.0,0.0,40.0,6.0,2.0,0.0,3.0,0.0,0.0,0.0,Barmby,Jack,POR,Jack,Jack Barmby,M-F,65004.0,65004.0,2017-04-15
6076,Omar Holness,RSL,M,9.0,3.0,261.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0.34,20.0,2017,REG,0.0,0.0,0.0,0.0,20.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,Holness,Omar,RSL,Omar,Omar Holness,F,110000.0,133500.0,2017-04-15
6077,Lalas Abubakar,CLB,D,7.0,6.0,528.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0.17,20.0,2017,REG,0.0,0.0,0.0,0.0,20.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,Abubakar,Lalas,CLB,Alhassan Lalas,Alhassan Lalas Abubakar,D,65000.04,72500.04,2017-04-15
6078,Servando Carrasco,LA,M,15.0,9.0,833.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0,0.11,20.0,2017,REG,0.0,0.0,0.0,0.0,20.0,11.0,4.0,0.0,2.0,1.0,0.0,0.0,Carrasco,Servando,ORL,Servando,Servando Carrasco,M,114996.0,114996.0,2017-04-15
6079,Daigo Kobayashi,NE,M,12.0,4.0,507.0,1.0,0.0,5.0,2.0,0.0,0.0,1.0,0.18,20.0,2017,REG,0.0,0.0,0.0,0.0,40.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,Kobayashi,Daigo,NE,Daigo,Daigo Kobayashi,M,69996.0,76996.0,2017-04-15
6080,Bobby Boswell,ATL,D,11.0,10.0,892.0,1.0,0.0,6.0,3.0,0.0,1.0,0.0,0.1,16.7,2017,REG,0.0,0.0,0.0,0.0,50.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,Boswell,Bobby,ATL,Bobby,Bobby Boswell,D,260000.0,260000.0,2017-09-15
6081,Bobby Boswell,ATL,D,11.0,10.0,892.0,1.0,0.0,6.0,3.0,0.0,1.0,0.0,0.1,16.7,2017,REG,0.0,0.0,0.0,0.0,50.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,Boswell,Bobby,DC,Bobby,Bobby Boswell,D,260000.0,260000.0,2017-04-15
6082,Richie Marquez,PHI,D,15.0,13.0,1212.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0.07,16.7,2017,REG,0.0,0.0,0.0,0.0,16.7,10.0,4.0,0.0,0.0,0.0,0.0,0.0,Marquez,Richie,PHI,Richard,Richard Marquez,D,133000.0,139430.0,2017-04-15
6083,Kyle Fisher,MTL,D,20.0,15.0,1455.0,1.0,0.0,6.0,1.0,1.0,1.0,0.0,0.06,16.7,2017,REG,0.0,0.0,0.0,0.0,16.7,12.0,5.0,0.0,3.0,0.0,0.0,0.0,Fisher,Kyle,MTL,Kyle,Kyle Fisher,D,53004.0,53004.0,2017-04-15
6084,Kyle Fisher,MTL,D,20.0,15.0,1455.0,1.0,0.0,6.0,1.0,1.0,1.0,0.0,0.06,16.7,2017,REG,0.0,0.0,0.0,0.0,16.7,12.0,5.0,0.0,3.0,0.0,0.0,0.0,Fisher,Kyle,SEA,Oniel,Oniel Fisher,M-D,65625.0,65625.0,2017-04-15
6085,Oniel Fisher,SEA,M-D,9.0,7.0,543.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,16.7,9.0,10.0,0.0,1.0,0.0,0.0,0.0,Fisher,Oniel,MTL,Kyle,Kyle Fisher,D,53004.0,53004.0,2017-04-15
6086,Oniel Fisher,SEA,M-D,9.0,7.0,543.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,16.7,9.0,10.0,0.0,1.0,0.0,0.0,0.0,Fisher,Oniel,SEA,Oniel,Oniel Fisher,M-D,65625.0,65625.0,2017-04-15
6087,Jay Chapman,TOR,M,12.0,3.0,385.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0.23,16.7,2017,REG,0.0,0.0,0.0,0.0,16.7,7.0,2.0,1.0,0.0,0.0,0.0,0.0,Chapman,Jay,TOR,Jay,Jay Chapman,M,90000.0,108500.0,2017-04-15
6088,Dylan Remick,HOU,D,14.0,13.0,1167.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0.08,16.7,2017,REG,0.0,0.0,0.0,0.0,16.7,10.0,6.0,0.0,1.0,0.0,0.0,0.0,Remick,Dylan,HOU,Dylan,Dylan Remick,D,66150.0,66150.0,2017-09-15
6089,Dylan Remick,HOU,D,14.0,13.0,1167.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0.08,16.7,2017,REG,0.0,0.0,0.0,0.0,16.7,10.0,6.0,0.0,1.0,0.0,0.0,0.0,Remick,Dylan,SEA,Dylan,Dylan Remick,D,66150.0,66150.0,2017-04-15
6090,Khiry Shelton,NYC,F,15.0,3.0,502.0,1.0,0.0,7.0,2.0,0.0,0.0,1.0,0.18,14.3,2017,REG,0.0,0.0,0.0,0.0,28.6,9.0,6.0,0.0,0.0,0.0,0.0,0.0,Shelton,Khiry,NYCFC,Khiry,Khiry Shelton,F,92950.0,110450.0,2017-04-15
6091,Sebastian Hines,ORL,D,6.0,5.0,443.0,1.0,0.0,7.0,2.0,1.0,1.0,0.0,0.2,14.3,2017,REG,0.0,0.0,0.0,0.0,28.6,4.0,3.0,0.0,1.0,1.0,0.0,0.0,Hines,Sebastian,ORL,Sebastian,Sebastian Hines,D,129996.0,129996.0,2017-04-15
6092,Chris Wingert,RSL,D,23.0,20.0,1755.0,1.0,0.0,7.0,3.0,0.0,0.0,1.0,0.05,14.3,2017,REG,0.0,0.0,0.0,0.0,42.9,32.0,12.0,0.0,5.0,0.0,0.0,0.0,Wingert,Chris,RSL,Chris,Chris Wingert,D,134004.0,145394.0,2017-04-15
6093,Cristian Lobato,SKC,M,10.0,6.0,547.0,1.0,0.0,7.0,3.0,0.0,0.0,1.0,0.16,14.3,2017,REG,0.0,0.0,0.0,0.0,42.9,3.0,3.0,0.0,0.0,0.0,0.0,0.0,Lobato,Cristian,KC,Cristian,Cristian Lobato,M,180000.0,180000.0,2017-09-15
6094,Aaron Maund,VAN,D,15.0,14.0,1179.0,1.0,0.0,8.0,3.0,1.0,1.0,0.0,0.08,12.5,2017,REG,0.0,0.0,0.0,0.0,37.5,13.0,2.0,0.0,2.0,0.0,0.0,0.0,Maund,Aaron,RSL,Aaron,Aaron Maund,D,165000.0,174437.5,2017-04-15
6095,Aaron Maund,VAN,D,15.0,14.0,1179.0,1.0,0.0,8.0,3.0,1.0,1.0,0.0,0.08,12.5,2017,REG,0.0,0.0,0.0,0.0,37.5,13.0,2.0,0.0,2.0,0.0,0.0,0.0,Maund,Aaron,VAN,Aaron,Aaron Maund,D,165000.0,174437.5,2017-09-15
6096,Lawrence Olum,POR,D,30.0,22.0,2103.0,1.0,0.0,10.0,2.0,0.0,1.0,0.0,0.04,10.0,2017,REG,0.0,0.0,0.0,0.0,20.0,12.0,7.0,1.0,3.0,0.0,0.0,0.0,Olum,Lawrence,POR,Lawrence,Lawrence Olum,M,142500.0,157500.0,2017-04-15
6097,Kortne Ford,COL,D,20.0,19.0,1727.0,1.0,0.0,10.0,3.0,1.0,1.0,0.0,0.05,10.0,2017,REG,0.0,0.0,0.0,0.0,30.0,22.0,11.0,0.0,4.0,0.0,0.0,0.0,Ford,Kortne,COL,Kortne,Kortne Ford,D,69996.0,76996.0,2017-04-15
6099,Ariel Lassiter,LA,F,14.0,0.0,258.0,1.0,0.0,11.0,3.0,0.0,0.0,1.0,0.35,9.1,2017,REG,0.0,0.0,0.0,0.0,27.3,2.0,5.0,0.0,0.0,0.0,0.0,0.0,Lassiter,Ariel,LA,Ariel,Ariel Lassiter,F,54075.0,54075.0,2017-04-15
6100,Benjamin Angoua,NE,D,26.0,26.0,2311.0,1.0,0.0,11.0,3.0,1.0,1.0,0.0,0.04,9.1,2017,REG,0.0,0.0,0.0,0.0,27.3,43.0,17.0,0.0,6.0,0.0,0.0,0.0,Angoua,Benjamin,NE,Benjamin,Benjamin Angoua,D,600000.0,654333.33,2017-04-15
6101,Benoit Cheyrou,TOR,M,13.0,7.0,615.0,1.0,0.0,11.0,4.0,0.0,0.0,1.0,0.15,9.1,2017,REG,0.0,0.0,0.0,0.0,36.4,5.0,9.0,0.0,1.0,0.0,0.0,0.0,Cheyrou,Benoit,TOR,Benoit,Benoit Cheyrou,M,65004.0,65004.0,2017-04-15
6102,Jay Simpson,PHI,F,22.0,4.0,472.0,1.0,0.0,13.0,6.0,0.0,1.0,0.0,0.19,7.7,2017,REG,0.0,0.0,0.0,0.0,46.2,6.0,6.0,1.0,0.0,0.0,0.0,0.0,Simpson,Jay,PHI,Jay,Jay Simpson,F,465000.0,508333.33,2017-04-15
6103,Sean Okoli,NYC,F,16.0,3.0,421.0,1.0,0.0,13.0,6.0,0.0,0.0,1.0,0.21,7.7,2017,REG,0.0,0.0,0.0,0.0,46.2,11.0,6.0,1.0,1.0,0.0,0.0,0.0,Okoli,Sean,NYCFC,Sean,Sean Okoli,F,52999.92,52999.92,2017-04-15
6104,Oguchi Onyewu,PHI,D,22.0,22.0,1929.0,1.0,0.0,14.0,6.0,0.0,0.0,1.0,0.05,7.1,2017,REG,0.0,0.0,0.0,0.0,42.9,44.0,17.0,1.0,6.0,0.0,0.0,0.0,Onyewu,Oguchi,PHI,Oguchi,Oguchi Onyewu,D,65004.0,65004.0,2017-04-15
6105,Antonio Nocerino,ORL,M,31.0,28.0,2234.0,1.0,0.0,17.0,5.0,0.0,1.0,0.0,0.04,5.9,2017,REG,0.0,0.0,0.0,0.0,29.4,23.0,11.0,1.0,2.0,1.0,0.0,0.0,Nocerino,Antonio,ORL,Antonio,Antonio Nocerino,M,800000.0,850000.0,2017-04-15
6108,Aaron Long,NY,D,31.0,30.0,2659.0,1.0,0.0,22.0,8.0,0.0,0.0,1.0,0.03,4.5,2017,REG,0.0,0.0,0.0,0.0,36.4,20.0,20.0,0.0,3.0,0.0,0.0,0.0,Long,Aaron,NYRB,Aaron,Aaron Long,D,65000.0,65000.0,2017-04-15
6109,Dominic Oduro,MTL,M,25.0,17.0,1439.0,1.0,0.0,26.0,10.0,0.0,0.0,1.0,0.06,3.8,2017,REG,0.0,0.0,0.0,0.0,38.5,10.0,27.0,13.0,1.0,0.0,0.0,0.0,Oduro,Dominic,MTL,Dominic,Dominic Oduro,F,330000.0,330000.0,2017-04-15
6110,Graham Zusi,SKC,D,24.0,23.0,2114.0,0.0,8.0,37.0,11.0,0.0,0.0,0.0,0.0,0.0,2017,REG,3.0,7.0,1.0,0.34,29.7,16.0,17.0,1.0,3.0,1.0,0.0,0.0,Zusi,Graham,KC,Graham,Graham Zusi,M,725000.0,757102.27,2017-04-15
6112,Jake Nerwinski,VAN,D,19.0,19.0,1707.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,2.0,5.0,0.0,0.26,50.0,16.0,21.0,0.0,2.0,0.0,0.0,0.0,Nerwinski,Jake,VAN,Jake,Jake Nerwinski,D,65004.0,65004.0,2017-04-15
6113,Steven Beitashour,LFC,D,22.0,17.0,1589.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,1.0,3.0,2.0,0.28,25.0,15.0,10.0,0.0,1.0,0.0,0.0,0.0,Beitashour,Steven,TOR,Steven,Steven Beitashour,D,250000.0,264000.0,2017-04-15
6114,Wil Trapp,CLB,M,34.0,34.0,3035.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,2017,REG,2.0,2.0,3.0,0.15,37.5,37.0,41.0,0.0,3.0,0.0,0.0,0.0,Trapp,Wil,CLB,Wil,Wil Trapp,M,300000.0,350000.0,2017-04-15
6115,Dax McCarty,CHI,M,28.0,28.0,2465.0,0.0,5.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,2017,REG,1.0,2.0,3.0,0.18,20.0,26.0,57.0,2.0,4.0,0.0,0.0,0.0,McCarty,Dax,CHI,Dax,Dax McCarty,M,400000.0,500000.0,2017-04-15
6116,Patrick Doody,CHI,D,7.0,7.0,629.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,1.0,3.0,1.0,0.57,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,Doody,Patrick,CHI,Patrick,Patrick Doody,D,65000.0,65000.0,2017-04-15
6117,Matt Besler,SKC,D,26.0,26.0,2339.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,2.0,1.0,3.0,0.15,25.0,22.0,14.0,2.0,2.0,0.0,0.0,0.0,Besler,Matt,KC,Matt,Matt Besler,D,725000.0,758250.0,2017-04-15
6118,Matt Besler,SKC,D,26.0,26.0,2339.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,2.0,1.0,3.0,0.15,25.0,22.0,14.0,2.0,2.0,0.0,0.0,0.0,Besler,Matt,RSL,Nick,Nick Besler,M,53000.04,53000.04,2017-09-15
6119,Nick Besler,RSL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Besler,Nick,KC,Matt,Matt Besler,D,725000.0,758250.0,2017-04-15
6120,Nick Besler,RSL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Besler,Nick,RSL,Nick,Nick Besler,M,53000.04,53000.04,2017-09-15
6121,Johan Kappelhof,CHI,D,33.0,33.0,2881.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,1.0,4.0,0.0,0.12,25.0,29.0,6.0,0.0,5.0,1.0,0.0,0.0,Kappelhof,Johan,CHI,Johan,Johan Kappelhof,D,530000.0,570000.0,2017-04-15
6122,Boniek Garcia,HOU,M,20.0,12.0,1165.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2017,REG,1.0,3.0,1.0,0.31,33.3,21.0,17.0,0.0,4.0,0.0,0.0,0.0,Garcia,Boniek,HOU,Boniek,Boniek Garcia,M,225000.0,247500.0,2017-04-15
6123,Boniek Garcia,HOU,M,20.0,12.0,1165.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2017,REG,1.0,3.0,1.0,0.31,33.3,21.0,17.0,0.0,4.0,0.0,0.0,0.0,Garcia,Boniek,HOU,Kevin,Kevin Garcia,D,65633.4,65633.4,2017-04-15
6124,Boniek Garcia,HOU,M,20.0,12.0,1165.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2017,REG,1.0,3.0,1.0,0.31,33.3,21.0,17.0,0.0,4.0,0.0,0.0,0.0,Garcia,Boniek,LA,Rafael,Rafael Garcia,M,82500.0,82500.0,2017-04-15
6125,Boniek Garcia,HOU,M,20.0,12.0,1165.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2017,REG,1.0,3.0,1.0,0.31,33.3,21.0,17.0,0.0,4.0,0.0,0.0,0.0,Garcia,Boniek,ORL,Devron,Devron Garcia,M-F,53004.0,53004.0,2017-04-15
6126,Rafael Garcia,LA,D,18.0,12.0,1186.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,2.0,0.15,0.0,25.0,14.0,0.0,1.0,0.0,0.0,0.0,Garcia,Rafael,HOU,Boniek,Boniek Garcia,M,225000.0,247500.0,2017-04-15
6127,Rafael Garcia,LA,D,18.0,12.0,1186.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,2.0,0.15,0.0,25.0,14.0,0.0,1.0,0.0,0.0,0.0,Garcia,Rafael,HOU,Kevin,Kevin Garcia,D,65633.4,65633.4,2017-04-15
6128,Rafael Garcia,LA,D,18.0,12.0,1186.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,2.0,0.15,0.0,25.0,14.0,0.0,1.0,0.0,0.0,0.0,Garcia,Rafael,LA,Rafael,Rafael Garcia,M,82500.0,82500.0,2017-04-15
6129,Rafael Garcia,LA,D,18.0,12.0,1186.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,2.0,0.15,0.0,25.0,14.0,0.0,1.0,0.0,0.0,0.0,Garcia,Rafael,ORL,Devron,Devron Garcia,M-F,53004.0,53004.0,2017-04-15
6130,Kevin Garcia,HOU,D,3.0,2.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Garcia,Kevin,HOU,Boniek,Boniek Garcia,M,225000.0,247500.0,2017-04-15
6131,Kevin Garcia,HOU,D,3.0,2.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Garcia,Kevin,HOU,Kevin,Kevin Garcia,D,65633.4,65633.4,2017-04-15
6132,Kevin Garcia,HOU,D,3.0,2.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Garcia,Kevin,LA,Rafael,Rafael Garcia,M,82500.0,82500.0,2017-04-15
6133,Kevin Garcia,HOU,D,3.0,2.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Garcia,Kevin,ORL,Devron,Devron Garcia,M-F,53004.0,53004.0,2017-04-15
6134,Alexander Ring,NYC,M,29.0,29.0,2604.0,0.0,4.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,1.0,3.0,0.14,27.3,55.0,34.0,2.0,10.0,0.0,0.0,0.0,Ring,Alexander,NYCFC,Alexander,Alexander Ring,M,340000.08,376666.75,2017-04-15
6135,Carlos Gruezo,DAL,M,31.0,30.0,2613.0,0.0,4.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,2017,REG,2.0,3.0,1.0,0.14,18.2,61.0,25.0,1.0,6.0,1.0,0.0,0.0,Gruezo,Carlos,DAL,Carlos,Carlos Gruezo,M,495000.0,731500.0,2017-04-15
6136,Zarek Valentin,POR,D,19.0,17.0,1547.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,1.0,2.0,1.0,0.17,0.0,13.0,5.0,0.0,2.0,0.0,0.0,0.0,Valentin,Zarek,POR,Zarek,Zarek Valentin,D,110000.0,110000.0,2017-04-15
6137,Ronald Matarrita,NYC,D,12.0,8.0,696.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,2.0,2.0,1.0,0.39,0.0,5.0,3.0,1.0,3.0,0.0,0.0,0.0,Matarrita,Ronald,NYCFC,Ronald,Ronald Matarrita,D,175000.0,200000.0,2017-04-15
6138,Jose Villarreal,OCS,F,12.0,4.0,389.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,2.0,1.0,0.69,40.0,6.0,15.0,3.0,0.0,0.0,0.0,0.0,Villarreal,Jose,LA,Jaime,Jaime Villarreal,M,53004.0,53004.0,2017-04-15
6139,Jose Villarreal,OCS,F,12.0,4.0,389.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,2.0,1.0,0.69,40.0,6.0,15.0,3.0,0.0,0.0,0.0,0.0,Villarreal,Jose,LA,Jose,Jose Villarreal,F,105000.0,105000.0,2017-04-15
6140,Jaime Villarreal,LA,D,7.0,4.0,374.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,50.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,Villarreal,Jaime,LA,Jaime,Jaime Villarreal,M,53004.0,53004.0,2017-04-15
6141,Jaime Villarreal,LA,D,7.0,4.0,374.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,50.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,Villarreal,Jaime,LA,Jose,Jose Villarreal,F,105000.0,105000.0,2017-04-15
6142,Andrew Farrell,NE,D,30.0,30.0,2664.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,1.0,3.0,0.0,0.1,16.7,20.0,23.0,1.0,5.0,1.0,0.0,0.0,Farrell,Andrew,NE,Andrew,Andrew Farrell,D,182600.0,263600.0,2017-04-15
6143,Hector Jimenez,CLB,M,19.0,15.0,1366.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,2.0,2.0,1.0,0.2,16.7,11.0,15.0,0.0,1.0,0.0,0.0,0.0,Jimenez,Hector,CLB,Hector,Hector Jimenez,M,150000.0,150000.0,2017-04-15
6144,RJ Allen,OCS,D,15.0,10.0,1009.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,1.0,1.0,2.0,0.27,0.0,24.0,4.0,0.0,3.0,0.0,0.0,0.0,Allen,RJ,MNUFC,Brandon,Brandon Allen,F,65625.0,65625.0,2017-09-15
6145,RJ Allen,OCS,D,15.0,10.0,1009.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,1.0,1.0,2.0,0.27,0.0,24.0,4.0,0.0,3.0,0.0,0.0,0.0,Allen,RJ,NYCFC,RJ,RJ Allen,D,100000.08,101666.75,2017-04-15
6146,RJ Allen,OCS,D,15.0,10.0,1009.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,1.0,1.0,2.0,0.27,0.0,24.0,4.0,0.0,3.0,0.0,0.0,0.0,Allen,RJ,NYRB,Brandon,Brandon Allen,F,65625.0,65625.0,2017-04-15
6147,RJ Allen,OCS,D,15.0,10.0,1009.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,1.0,1.0,2.0,0.27,0.0,24.0,4.0,0.0,3.0,0.0,0.0,0.0,Allen,RJ,RSL,Jordan,Jordan Allen,M,178000.0,178000.0,2017-04-15
6148,Brandon Allen,MIN,F,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Allen,Brandon,MNUFC,Brandon,Brandon Allen,F,65625.0,65625.0,2017-09-15
6149,Brandon Allen,MIN,F,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Allen,Brandon,NYCFC,RJ,RJ Allen,D,100000.08,101666.75,2017-04-15
6150,Brandon Allen,MIN,F,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Allen,Brandon,NYRB,Brandon,Brandon Allen,F,65625.0,65625.0,2017-04-15
6151,Brandon Allen,MIN,F,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Allen,Brandon,RSL,Jordan,Jordan Allen,M,178000.0,178000.0,2017-04-15
6152,Jordan Allen,RSL,M-F,2.0,2.0,113.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,33.3,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Allen,Jordan,MNUFC,Brandon,Brandon Allen,F,65625.0,65625.0,2017-09-15
6153,Jordan Allen,RSL,M-F,2.0,2.0,113.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,33.3,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Allen,Jordan,NYCFC,RJ,RJ Allen,D,100000.08,101666.75,2017-04-15
6154,Jordan Allen,RSL,M-F,2.0,2.0,113.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,33.3,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Allen,Jordan,NYRB,Brandon,Brandon Allen,F,65625.0,65625.0,2017-04-15
6155,Jordan Allen,RSL,M-F,2.0,2.0,113.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,33.3,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Allen,Jordan,RSL,Jordan,Jordan Allen,M,178000.0,178000.0,2017-04-15
6156,A.J. DeLaGarza,HOU,D,30.0,30.0,2623.0,0.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2017,REG,1.0,2.0,1.0,0.1,25.0,26.0,20.0,0.0,8.0,0.0,0.0,0.0,DeLaGarza,A.J.,HOU,AJ,AJ DeLaGarza,D,250000.0,252500.0,2017-04-15
6157,Hernan Bernardello,MTL,M,22.0,17.0,1496.0,0.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,2017,REG,2.0,2.0,1.0,0.18,33.3,27.0,21.0,0.0,5.0,0.0,0.0,0.0,Bernardello,Hernan,MTL,Hernan,Hernan Bernardello,M,288000.0,288000.0,2017-04-15
6158,Donny Toia,OCS,M-D,30.0,29.0,2545.0,0.0,3.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,2017,REG,1.0,1.0,2.0,0.11,15.4,43.0,7.0,0.0,4.0,0.0,0.0,0.0,Toia,Donny,ORL,Donny,Donny Toia,D,70875.0,70875.0,2017-04-15
